id,goodsCode,goodsCodeType,goodsBasicName,goodsBasicType,goodsBasicDesc,goodsMerchantId,merchantName,merchantPersonName,goodsUnit,goodsSize,goodsPrice,goodsGuaranteeLength,useGoodsCount
561,8.52821E+11,NULL,迪菲娜蜗牛原液头皮唤活滋润洗发露680ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,个,1*24,1,5,561
563,8.52821E+11,NULL,迪菲娜茶树原液头皮净爽去屑洗发露680ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,个,1*24,1,5,563
570,4.8967E+12,NULL,莎曼琪青春肽焕颜雪花水100ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,个,1*15,1,3,570
572,4.8967E+12,NULL,莎曼琪青春肽焕颜新肌套盒5ml*10支+40ml+25ml*10片,1,NULL,86,重庆市展鹿商贸有限公司,NULL,个,1*10,1,5,572
577,4.89704E+12,1,NAK香氛诱惑沐浴露（纵享幽莲）550ml,1,,86,重庆市展鹿商贸有限公司,NULL,瓶,1*24,1,4,577
579,4.89704E+12,NULL,NAK无硅油轻盈洗护套装（洗发露+润发精华）580g+580g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,套,1*12,1,5,579
586,4.89704E+12,NULL,NAK奢享丝滑滋润洗发乳650ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*24,1,4,586
588,4.89704E+12,NULL,NAK珍品橄榄无屑洗发露580ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*24,1,4,588
595,4.89708E+12,NULL,傲漾奢香沐浴露（浪漫邂逅）600ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,个,1*24,1,5,595
597,4.89708E+12,NULL,傲漾姜汁奢养洗发露（丝质顺滑）900ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,个,1*15,1,3,597
602,6.90008E+12,NULL,隆力奇蛇油果酸护手霜100g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,支,1*36,1,5,602
604,6.90008E+12,NULL,隆力奇蛇油SOD蜜200ML,1,NULL,86,重庆市展鹿商贸有限公司,NULL,个,1*24,1,5,604
611,6.90008E+12,1,隆力奇驱蚊花露水 （玻璃瓶，AA版）,1,,86,重庆市展鹿商贸有限公司,NULL,瓶,195ml*30,1,5,611
613,6.90008E+12,NULL,隆力奇蛇胆甘草儿童浴波（AA版）,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,（200ml+60ml）*24,1,3,613
620,6.90008E+12,NULL,隆力奇清凉爽肤浴露1L,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*12,1,3,620
622,6.90008E+12,NULL,隆力奇牛奶润肤浴露1L,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*12,1,3,622
627,6.90008E+12,NULL,隆力奇新活力去屑洗发露（丝质柔滑）400ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*18,1,3,0
629,6.90008E+12,NULL,隆力奇冬季护手特惠装50g*2+30g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,套,1*24,1,5,629
636,6.90008E+12,NULL,隆力奇蛇油壹号 80ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,80ml*80,1,3,636
638,6.90184E+12,1,霞飞水果护唇膏2.5g,1,,86,重庆市展鹿商贸有限公司,NULL,支,12*24,1,3,638
645,6.90399E+12,NULL,史努比清爽控油洁面乳,1,NULL,86,重庆市展鹿商贸有限公司,NULL,支,80g1×8×12,1,3,0
647,6.90399E+12,NULL,史努比BABY倍护洗发＆沐浴精(0-12个月),1,NULL,86,重庆市展鹿商贸有限公司,NULL,个,300ml*24,1,3,0
652,6.90492E+12,NULL,蜂花植物精华护发素500ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*24,1,4,0
654,6.90492E+12,NULL,蜂花首乌润发护发素458ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*24,1,4,0
661,6.90833E+12,NULL,索芙特防脱育发香波(专业版),1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,600g*12,1,3,661
663,6.90833E+12,1,索芙特玫瑰香熏香浴露,1,,86,重庆市展鹿商贸有限公司,NULL,瓶,1kg*15,1,5,663
670,6.91002E+12,NULL,100年润发男士调理洗发露（美洲青柠控油）,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,200g*12,1,3,0
672,6.91002E+12,NULL,100年润发男士调理洗发露（澳洲茶树去屑）,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,200g*12,1,3,0
677,6.91002E+12,NULL,100年润发净萃控油洗发露N3,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,400g*12,1,3,677
679,6.91002E+12,NULL,100年柔亮洗发露+100g强韧洗发+100g柔亮精华(盒)N3,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,（400g+100g+100g）*12,1,3,679
681,6.91002E+12,NULL,100年润发清新去屑洗发露N3,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,400g*12,1,3,681
686,6.91165E+12,NULL,鳄鱼宝宝婴儿护肤湿巾80片,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*24,1,4,686
688,6.91165E+12,NULL,鳄鱼宝宝牛奶洗发沐浴露(加量装)500g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*3*3,1,5,688
695,6.91165E+12,NULL,鳄鱼宝宝儿童玉米清凉热痱粉100g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*24,1,4,695
697,6.91165E+12,NULL,鳄鱼宝宝婴儿草本无醇花露水120ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*48,1,3,697
702,6.91165E+12,NULL,鳄鱼宝宝橄榄儿童营养滋润霜（奇异果）25g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*48,1,3,702
704,6.91165E+12,NULL,鳄鱼宝宝婴儿去痱清凉花露水180ML,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*48,1,3,704
706,6.91165E+12,NULL,鳄鱼宝宝婴儿芦荟深度保湿霜25g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*12*4,1,5,706
711,6.91165E+12,NULL,鳄鱼宝宝青苹果沐浴露,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1.1kg*12,1,5,711
713,6.9184E+12,NULL,标榜沙龙深层修护润发乳,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,450ml*24,1,3,0
565,8.52821E+11,NULL,迪菲娜蜗牛原液头皮唤活滋润套装680ml+380ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,个,1*12,1,4,565
566,8.52821E+11,NULL,迪菲娜原液香恋洗沐套装680ml+680ml+60ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,个,1*12,1,4,566
567,8.52821E+11,NULL,迪菲娜葡萄籽清爽去屑洗发露800ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,个,1*12,1,4,567
568,8.52821E+11,1,迪菲娜阿甘油丰盈强韧洗发露800ml,1,,86,重庆市展鹿商贸有限公司,NULL,个,1*12,1,4,568
581,4.89704E+12,NULL,NAK丝质轻盈发膜450ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*36,1,5,581
582,4.89704E+12,NULL,NAK奢享丰盈去屑洗发乳650ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*24,1,4,582
583,4.89704E+12,NULL,NAK奢享香水滋润沐浴乳（甜蜜诱惑）600ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*24,1,4,583
584,4.89704E+12,NULL,NAK奢享香水盈润沐浴露（妩媚浓情）600ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*24,1,4,584
598,4.89708E+12,NULL,傲漾至尊金箔洗发露（水润去屑）800ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,个,1*15,1,3,598
599,4.89708E+12,NULL,傲漾至尊金箔保湿香氛沐浴露（可可香奈）800ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,个,1*15,1,3,599
600,5.71222E+12,NULL,索芙特克伦柏彩漂护色洗衣液（进口事业部）1.5L,1,NULL,86,重庆市展鹿商贸有限公司,NULL,个,1*10,1,5,600
601,6.90008E+12,NULL,隆力奇蛇油果酸护手霜50g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,支,1*36,1,5,601
615,6.90008E+12,NULL,隆力奇蛇油护手霜50g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,支,1*36,1,5,615
616,6.90008E+12,NULL,隆力奇黑芝麻洗发水700ml+300m,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*12,1,3,616
617,6.90008E+12,NULL,隆力奇牛奶润肤露1.8L,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*6,1,3,617
618,6.90008E+12,NULL,隆力奇蛇胆男士SOD蜜90ML,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*50,1,5,618
631,6.90008E+12,1,隆力奇蛇胆花露水（PET瓶，AB版）,1,,86,重庆市展鹿商贸有限公司,NULL,瓶,95ml*30,1,3,631
632,6.90008E+12,NULL,隆力奇蛇胆清凉草本止痒凝露,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,60ml*36,1,3,632
633,6.90008E+12,NULL,隆力奇手悦金盏花魔力抗皱精华手霜75g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,支,1*36,1,5,633
634,6.90008E+12,NULL,隆力奇手悦薰衣草舒润滋养精华手霜75g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,支,1*36,1,5,634
635,6.90008E+12,NULL,隆力奇裂可宁霜 50g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,50g*120,1,3,635
648,6.90399E+12,NULL,史努比BABY倍护爽身粉,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,140g*48,1,3,648
649,6.90399E+12,NULL,史努比BABY舒爽热痱粉,1,NULL,86,重庆市展鹿商贸有限公司,NULL,个,140g*48,1,3,0
650,6.90399E+12,NULL,史努比儿童舒爽呵护花露水(含金银花 含天然薄荷),1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,200ml*48,1,3,650
651,6.90399E+12,NULL,史努比净白莹肤乳液 组合套装【乳液+柔肤水+洁面乳】,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,110ml+160ml+80g 1*24,1,3,651
665,6.90833E+12,NULL,索芙特蓝色迷恋香水沐浴露335g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*24,1,4,665
666,6.90833E+12,NULL,索芙特金色真爱香水沐浴露335g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*24,1,4,666
667,6.90833E+12,NULL,索芙特无硅油生姜健发尊享套装600g+180g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,套,600g*12,1,5,667
668,6.90833E+12,NULL,索芙特无硅油茶籽控油尊享套装600g+180g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,套,600g*12,1,5,668
682,6.91002E+12,NULL,100年润发滋润去屑洗发露N3,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,200g*24,1,3,682
683,6.91002E+12,NULL,100年润发滋润去屑洗发露N3,1,NULL,86,重庆市展鹿商贸有限公司,NULL,个,400g*12,1,3,683
684,6.91002E+12,NULL,100年润发水润丝滑精华素N3,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,200g*12,1,3,684
685,6.91002E+12,NULL,100年润发深度修护精华素N3,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,200g*12,1,3,685
698,6.91165E+12,NULL,鳄鱼宝宝橄榄儿童深度保湿霜（蓝莓）25g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*48,1,3,698
699,6.91165E+12,NULL,鳄鱼宝宝橄榄儿童深度保湿霜（蓝莓）50g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*48,1,3,699
700,6.91165E+12,NULL,鳄鱼宝宝橄榄婴儿洗发沐浴露650G,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*9,1,5,700
701,6.91165E+12,NULL,鳄鱼宝宝橄榄婴儿舒润洗发沐浴露650G,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*9,1,5,701
715,6.9184E+12,NULL,标榜沙龙莹亮护卷弹力素,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,180ml*48,1,3,0
716,6.92027E+12,NULL,丝华洛奇丝质顺滑精油洗发露(紫),1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,300ml*2*18,1,3,716
717,6.92027E+12,NULL,丝华洛奇强效去屑精油洗发露(红),1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,300ml*2*18,1,3,717
720,6.92027E+12,NULL,丝华洛奇丝质顺滑精油洗发露(紫),1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,500ml*2*12,1,3,720
722,6.92027E+12,NULL,丝华洛奇焗油修复精油洗发露(金),1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,500ml*2*12,1,3,722
727,6.92027E+12,NULL,丝华洛奇丝质顺滑精油护发乳(紫),1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,500ml*2*12,1,3,727
729,6.92027E+12,NULL,丝华洛奇深度修复精油发膜(紫),1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,300ml*24,1,3,729
731,6.92027E+12,NULL,丝华洛奇水凝保湿精油焗油膏(金),1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,300ml*24,1,3,0
736,6.92027E+12,NULL,丝华洛奇清爽嫩肤精油沐浴露(半透红),1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,750*18,1,3,736
738,6.92027E+12,NULL,丝华洛奇新贵.无硅油奢养特润丝滑洗发乳,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,300ml*2*18,1,3,0
745,6.92027E+12,NULL,丝华洛奇新贵.奢养染烫修护还原酸,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,500ml*2*12,1,3,0
747,6.92027E+12,NULL,丝华洛奇新贵.精油奢养水润嫩肤香浴露,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,750ml*1*18,1,3,747
754,6.92071E+12,NULL,阿迪达斯男士活力运动酷爽去屑洗发露 400ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*12,1,3,754
756,6.92138E+12,NULL,澳雪梦幻海马香水沐浴露（情迷滋润）638g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*12,1,3,0
761,6.92243E+12,NULL,歌倩金银花祛痱止痒花露水195ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*30,1,3,0
763,6.92243E+12,NULL,歌倩牛奶美白健康沐浴露800ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*18,1,3,763
770,6.92243E+12,NULL,歌倩劲爽止痒沐浴露（飞扬草，扁瓶）2L,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*9,1,5,0
772,6.92245E+12,NULL,迪彩弹性亮泽啫喱水130ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*12,1,3,772
779,6.92245E+12,NULL,迪彩弹性塑型啫喱膏250g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,个,1*12,1,4,779
781,6.92245E+12,NULL,迪彩护卷弹力素300g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*12,1,3,781
786,6.92245E+12,NULL,迪彩冰海泥发膜500ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*12,1,3,786
788,6.92245E+12,NULL,迪彩玫瑰果护发素750ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*12,1,3,788
795,6.92245E+12,NULL,迪彩丝滑柔亮（玫瑰精油）洗发露500g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*12,1,3,795
797,6.92245E+12,NULL,迪彩活力去屑(薰衣草精油）洗发露500g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*12,1,3,0
804,6.92245E+12,1,迪彩染发膏（酒红色）50g*2,1,,86,重庆市展鹿商贸有限公司,NULL,盒,1*6,1,4,804
806,6.92245E+12,NULL,迪彩快速染发霜自然黑2.0,1,NULL,86,重庆市展鹿商贸有限公司,NULL,盒,1*6,1,4,806
811,6.92245E+12,NULL,迪彩滋养柔肤香薰沐浴露（檀香精油）500ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*24,1,4,811
813,6.92245E+12,NULL,迪彩滋养柔肤香薰沐浴露（檀香精油）900ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*12,1,3,813
820,6.92273E+12,NULL,丹姿卡迪那润养倍柔发膜350ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1×36,1,3,0
822,6.92273E+12,NULL,丹姿卡迪那保湿亮发啫喱水120g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1×24,1,3,822
829,6.92273E+12,NULL,丹姿卡迪那去屑洗发露（滋润黑亮型）400g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1×24,1,3,829
831,6.92273E+12,NULL,丹姿卡迪那去屑洗发露（清凉止痒型）400g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1×24,1,3,831
836,6.92273E+12,1,丹姿清新毛孔洁面泡沫150ml,1,,86,重庆市展鹿商贸有限公司,NULL,瓶,1*48,1,3,836
838,6.92273E+12,NULL,丹姿卡迪那丝润亮泽润发精华200g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1×36,1,3,0
845,6.92273E+12,NULL,丹姿卡迪那修护洗发露（柔韧顺滑型）400g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1×24,1,3,845
847,6.92273E+12,NULL,丹姿卡迪那修护洗发露（黑亮去屑型）200g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1×36,1,3,0
854,6.92273E+12,NULL,丹姿冰爽丝滑沐浴露1kg,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1×18,1,3,854
856,6.92273E+12,NULL,丹姿他能量男士畅爽磨砂洁面乳,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1×48,1,3,856
861,6.92273E+12,NULL,丹姿水密码夜间补水修护面膜50g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,盒,1×48,1,3,861
863,6.92273E+12,NULL,丹姿水密码水漾臻皙防护隔离露30g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1×48,1,3,863
870,6.92273E+12,1,丹姿素颜白美白修护防晒露SPF46 PA,1,,86,重庆市展鹿商贸有限公司,NULL,套,35g*32,1,3,870
872,6.92273E+12,1,丹姿清透雪肌磨砂沐浴露1kg,1,,86,重庆市展鹿商贸有限公司,NULL,盒,1×12,188,3,872
879,6.92273E+12,NULL,丹姿海藻盈润海洋清透洁面乳120g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1×48,1,3,879
560,8.52821E+11,NULL,迪菲娜洋甘菊精油滋养修护沐浴乳液900ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,个,1*12,1,4,560
562,8.52821E+11,NULL,迪菲娜茶树原液头皮净爽去屑洗发露380ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,个,1*36,1,5,562
564,8.52821E+11,1,迪菲娜金盏花原液头皮舒缓修护洗发露680ml,1,,86,重庆市展鹿商贸有限公司,NULL,个,1*24,1,5,564
569,4.8967E+12,NULL,莎曼琪青春肽焕颜美肌乳100ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,个,1*15,1,3,569
571,4.8967E+12,NULL,莎曼琪美肌焕颜补水面膜25ml*5,1,NULL,86,重庆市展鹿商贸有限公司,NULL,个,1*48,1,3,571
578,4.89704E+12,NULL,NAK香氛奢宠沐浴摩丝（香草妩媚）550ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*24,1,4,578
580,4.89704E+12,NULL,NAK乳液去屑洗发露580ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*24,1,4,580
585,4.89704E+12,NULL,NAK奢享香水爽洁沐浴露（倾心邂逅）600ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*24,1,4,585
587,4.89704E+12,1,NAK奢享丝滑洗护礼盒650g+408g+300g（洗发水+发膜+沐浴露）,1,,86,重庆市展鹿商贸有限公司,NULL,个,1*10,1,5,587
589,4.89704E+12,NULL,NAK珍品马油丝滑洗发露580ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*24,1,4,589
594,4.89708E+12,NULL,傲漾奢香发膜霜800ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,个,1*15,1,3,594
596,4.89708E+12,NULL,傲漾奢香沐浴露（兰花竹润）900ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,个,1*15,1,3,596
603,6.90008E+12,NULL,隆力奇蛇油SOD蜜90ml+15ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*50,1,5,603
605,6.90008E+12,NULL,隆力奇蛇胆牛黄花露水（PET瓶，AB版）,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,95ml*30,1,3,605
612,6.90008E+12,NULL,隆力奇蛇胆柠檬香皂120g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,块,1*72,1,3,612
614,6.90008E+12,NULL,隆力奇蛇胆儿童草本花露（AA版）,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,100ml*24,1,3,614
619,6.90008E+12,NULL,隆力奇补水SOD蜜90ml+15ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*50,1,5,619
621,6.90008E+12,NULL,隆力奇冰凉海洋浴露1L,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*12,1,3,621
628,6.90008E+12,NULL,隆力奇浴之宝芬芳沐浴露（玫瑰润肤）900ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*12,1,3,628
630,6.90008E+12,1,隆力奇蛇胆花露水（竹叶清香型，AB版）,1,,86,重庆市展鹿商贸有限公司,NULL,瓶,195ml*30,1,5,630
637,6.90008E+12,1,隆力奇蛇胆花露水（玻璃瓶，AA版）,1,,86,重庆市展鹿商贸有限公司,NULL,瓶,195ml*30,1,5,637
639,6.90184E+12,NULL,霞飞男士润唇膏3.2g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,支,12*24,1,3,639
644,6.90184E+12,NULL,霞飞天然植物润唇膏-3#薄荷3.6g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,6*24,1,3,644
646,6.90399E+12,NULL,史努比儿童牛奶舒润沐浴露,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,200ml*48,1,3,0
653,6.90492E+12,NULL,蜂花滋润护发素450ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*30,1,3,0
655,6.90492E+12,NULL,蜂花舒爽去屑护发素458ML,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*24,1,4,0
662,6.90833E+12,NULL,索芙特木瓜白肤香浴露,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1kg*15,1,5,662
664,6.90833E+12,NULL,索芙特粉色奇迹香水沐浴露335g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*24,1,4,664
669,6.90833E+12,NULL,索芙特无硅油银杏柔顺尊享套装600g+180g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,套,600g*12,1,5,669
671,6.91002E+12,NULL,100年润发男士调理洗发露（美洲青柠控油）,1,NULL,86,重庆市展鹿商贸有限公司,NULL,个,400g*12,1,3,671
678,6.91002E+12,NULL,100年润发柔亮去屑洗发露N3,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,200g*24,1,3,678
680,6.91002E+12,NULL,100年润发清新去屑洗发露N3,1,NULL,86,重庆市展鹿商贸有限公司,NULL,个,200g*24,1,3,680
687,6.91165E+12,NULL,鳄鱼宝宝婴儿玉米爽身粉100g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*24,1,4,687
689,6.91165E+12,NULL,鳄鱼宝宝婴儿玉米热痱粉100g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*24,1,4,689
694,6.91165E+12,NULL,鳄鱼宝宝橄榄儿童洗发露（奇异果味）300g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*24,1,4,694
696,6.91165E+12,NULL,鳄鱼宝宝橄榄婴儿洗发沐浴露300g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*24,1,4,696
703,6.91165E+12,NULL,鳄鱼宝宝橄榄儿童营养滋润霜（奇异果）50g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*48,1,3,703
705,6.91165E+12,NULL,鳄鱼宝宝婴儿芦荟深度保湿霜50g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*12*4,1,5,705
712,6.9184E+12,NULL,标榜沙龙丝滑强韧润发乳,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,450ml*24,1,3,0
714,6.9184E+12,NULL,标榜沙龙弹性定型啫喱,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,200ml*48,1,3,0
718,6.92027E+12,NULL,丝华洛奇焗油修复精油洗发露(金),1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,300ml*2*18,1,3,718
732,6.92027E+12,NULL,丝华洛奇深度修复精油发膜(紫),1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,600ml*18,1,3,732
733,6.92027E+12,NULL,丝华洛奇锁色滋养精油发膜(红),1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,600ml*18,1,3,733
734,6.92027E+12,NULL,丝华洛奇水凝保湿精油焗油膏(金),1,NULL,86,重庆市展鹿商贸有限公司,NULL,个,600ml*18,1,3,734
735,6.92027E+12,NULL,丝华洛奇滋养美白精油沐浴露(半透紫),1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,750*18,1,3,0
748,6.92027E+12,NULL,丝华洛奇新贵.精油奢养紧致亮肤香浴露,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,750ml*1*18,1,3,748
749,6.92027E+12,NULL,丝华洛奇新贵.精油奢养臻白沁香香浴露,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,750ml*1*18,1,3,749
750,6.92071E+12,1,阿迪达斯男士多效动能水润去屑洗发露 220ml,1,,86,重庆市展鹿商贸有限公司,NULL,瓶,1*12,1,3,750
751,6.92071E+12,NULL,阿迪达斯男士活力运动酷爽去屑洗发露 220ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,个,1*12,1,4,751
752,6.92071E+12,1,阿迪男士控油劲爽去屑洗发露 220ml,1,,86,重庆市展鹿商贸有限公司,NULL,个,1*12,1,4,752
765,6.92243E+12,NULL,歌倩法国花香健肤沐浴露1L,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*18,1,3,765
766,6.92243E+12,NULL,歌倩薰衣草香体健肤沐浴露1L,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*18,1,3,766
767,6.92243E+12,NULL,歌倩健肤沐浴露（柠檬+芦荟爽肤1L）,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*18,1,3,767
768,6.92243E+12,NULL,歌倩海马香水健肤沐浴露1L,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*18,1,3,768
